Identifier,CP Short Title,Event Label,Parent Code,Name,Code,Lineage,Specimen Class,Specimen Type,Anatomic Site,Laterality,Pathology,Storage Type,Initial Quantity,Concentration,Quantity Unit,Concentration Unit,Collector#Email Address,Collection Container,Collection Procedure,Receiver#Email Address,Label Format,Label Auto Print Mode,Label Print Copies,Pre-barcoded Tube,Sort Order,Default Custom Field Values,Activity Status,Parent UID,Unique ID
23448,MMGE-MJFF-PPMI-BIO,V08,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23448
23449,MMGE-MJFF-PPMI-BIO,V08,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23449
23450,MMGE-MJFF-PPMI-BIO,V08,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23450
23451,MMGE-MJFF-PPMI-BIO,V08,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23450,sr_23451
23453,MMGE-MJFF-PPMI-BIO,V08,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23451,sr_23453
23454,MMGE-MJFF-PPMI-BIO,V08,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23451,sr_23454
23455,MMGE-MJFF-PPMI-BIO,V08,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23451,sr_23455
23456,MMGE-MJFF-PPMI-BIO,V08,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23451,sr_23456
23452,MMGE-MJFF-PPMI-BIO,V08,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23450,sr_23452
23457,MMGE-MJFF-PPMI-BIO,V08,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23452,sr_23457
23458,MMGE-MJFF-PPMI-BIO,V08,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23458
23459,MMGE-MJFF-PPMI-BIO,V08,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23459
23460,MMGE-MJFF-PPMI-BIO,V08,,,13,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23460
23461,MMGE-MJFF-PPMI-BIO,V08,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23460,sr_23461
23462,MMGE-MJFF-PPMI-BIO,V08,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23461,sr_23462
23463,MMGE-MJFF-PPMI-BIO,V08,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23461,sr_23463
23464,MMGE-MJFF-PPMI-BIO,V08,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23461,sr_23464
23465,MMGE-MJFF-PPMI-BIO,V08,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23461,sr_23465
23466,MMGE-MJFF-PPMI-BIO,V08,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23466
23467,MMGE-MJFF-PPMI-BIO,V08,,,20,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23467
23468,MMGE-MJFF-PPMI-BIO,V08,,,21,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23468
23469,MMGE-MJFF-PPMI-BIO,V08,,,22,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23469
23470,MMGE-MJFF-PPMI-BIO,V08,,,23,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23470
23471,MMGE-MJFF-PPMI-BIO,V08,,,24,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23471
23472,MMGE-MJFF-PPMI-BIO,V08,,,25,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23472
23473,MMGE-MJFF-PPMI-BIO,V08,,,26,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23473
23474,MMGE-MJFF-PPMI-BIO,V08,,,27,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23474
23475,MMGE-MJFF-PPMI-BIO,V08,,,28,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23475
23476,MMGE-MJFF-PPMI-BIO,V08,,,29,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23476
23477,MMGE-MJFF-PPMI-BIO,V08,,,30,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23477
23478,MMGE-MJFF-PPMI-BIO,V08,,,31,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23478
23479,MMGE-MJFF-PPMI-BIO,V08,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23479
23480,MMGE-MJFF-PPMI-BIO,V08,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23480
23481,MMGE-MJFF-PPMI-BIO,V08,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23481
23482,MMGE-MJFF-PPMI-BIO,V08,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23482
23483,MMGE-MJFF-PPMI-BIO,V08,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23483
23484,MMGE-MJFF-PPMI-BIO,V08,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23484
23485,MMGE-MJFF-PPMI-BIO,V08,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23485
23486,MMGE-MJFF-PPMI-BIO,V08,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23466,sr_23486
24967,MMGE-MJFF-PPMI-BIO,V08,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24967
24968,MMGE-MJFF-PPMI-BIO,V08,,FROZEN,46,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24968
24969,MMGE-MJFF-PPMI-BIO,V08,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24969
24970,MMGE-MJFF-PPMI-BIO,V08,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_24970
24971,MMGE-MJFF-PPMI-BIO,V08,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_24970,sr_24971
23491,MMGE-MJFF-PPMI-BIO,V09,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23491
23492,MMGE-MJFF-PPMI-BIO,V09,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23492
23493,MMGE-MJFF-PPMI-BIO,V09,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23493
23494,MMGE-MJFF-PPMI-BIO,V09,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23493,sr_23494
23496,MMGE-MJFF-PPMI-BIO,V09,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23494,sr_23496
23497,MMGE-MJFF-PPMI-BIO,V09,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23494,sr_23497
23498,MMGE-MJFF-PPMI-BIO,V09,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23494,sr_23498
23499,MMGE-MJFF-PPMI-BIO,V09,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23494,sr_23499
23495,MMGE-MJFF-PPMI-BIO,V09,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23493,sr_23495
23500,MMGE-MJFF-PPMI-BIO,V09,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23495,sr_23500
23501,MMGE-MJFF-PPMI-BIO,V09,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23501
23502,MMGE-MJFF-PPMI-BIO,V09,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23502
23503,MMGE-MJFF-PPMI-BIO,V09,,,13,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23503
23504,MMGE-MJFF-PPMI-BIO,V09,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23503,sr_23504
23505,MMGE-MJFF-PPMI-BIO,V09,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23504,sr_23505
23506,MMGE-MJFF-PPMI-BIO,V09,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23504,sr_23506
23507,MMGE-MJFF-PPMI-BIO,V09,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23504,sr_23507
23508,MMGE-MJFF-PPMI-BIO,V09,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23504,sr_23508
23509,MMGE-MJFF-PPMI-BIO,V09,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23509
23510,MMGE-MJFF-PPMI-BIO,V09,,,20,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23510
23511,MMGE-MJFF-PPMI-BIO,V09,,,21,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23511
23512,MMGE-MJFF-PPMI-BIO,V09,,,22,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23512
23513,MMGE-MJFF-PPMI-BIO,V09,,,23,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23513
23514,MMGE-MJFF-PPMI-BIO,V09,,,24,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23514
23515,MMGE-MJFF-PPMI-BIO,V09,,,25,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23515
23516,MMGE-MJFF-PPMI-BIO,V09,,,26,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23516
23517,MMGE-MJFF-PPMI-BIO,V09,,,27,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23517
23518,MMGE-MJFF-PPMI-BIO,V09,,,28,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23518
23519,MMGE-MJFF-PPMI-BIO,V09,,,29,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23519
23520,MMGE-MJFF-PPMI-BIO,V09,,,30,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23520
23521,MMGE-MJFF-PPMI-BIO,V09,,,31,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23521
23522,MMGE-MJFF-PPMI-BIO,V09,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23522
23523,MMGE-MJFF-PPMI-BIO,V09,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23523
23524,MMGE-MJFF-PPMI-BIO,V09,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23524
23525,MMGE-MJFF-PPMI-BIO,V09,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23525
23526,MMGE-MJFF-PPMI-BIO,V09,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23526
23527,MMGE-MJFF-PPMI-BIO,V09,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23527
23528,MMGE-MJFF-PPMI-BIO,V09,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23528
23529,MMGE-MJFF-PPMI-BIO,V09,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23509,sr_23529
24974,MMGE-MJFF-PPMI-BIO,V09,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24974
24975,MMGE-MJFF-PPMI-BIO,V09,,FROZEN,46,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24975
24976,MMGE-MJFF-PPMI-BIO,V09,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24976
24977,MMGE-MJFF-PPMI-BIO,V09,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_24977
24978,MMGE-MJFF-PPMI-BIO,V09,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_24977,sr_24978
23534,MMGE-MJFF-PPMI-BIO,V10,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23534
23535,MMGE-MJFF-PPMI-BIO,V10,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23535
23536,MMGE-MJFF-PPMI-BIO,V10,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23536
23537,MMGE-MJFF-PPMI-BIO,V10,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23536,sr_23537
23539,MMGE-MJFF-PPMI-BIO,V10,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23537,sr_23539
23540,MMGE-MJFF-PPMI-BIO,V10,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23537,sr_23540
23541,MMGE-MJFF-PPMI-BIO,V10,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23537,sr_23541
23542,MMGE-MJFF-PPMI-BIO,V10,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23537,sr_23542
23538,MMGE-MJFF-PPMI-BIO,V10,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23536,sr_23538
23543,MMGE-MJFF-PPMI-BIO,V10,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23538,sr_23543
23544,MMGE-MJFF-PPMI-BIO,V10,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23544
23545,MMGE-MJFF-PPMI-BIO,V10,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23545
23546,MMGE-MJFF-PPMI-BIO,V10,,,13,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23546
23547,MMGE-MJFF-PPMI-BIO,V10,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23546,sr_23547
23548,MMGE-MJFF-PPMI-BIO,V10,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23547,sr_23548
23549,MMGE-MJFF-PPMI-BIO,V10,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23547,sr_23549
23550,MMGE-MJFF-PPMI-BIO,V10,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23547,sr_23550
23551,MMGE-MJFF-PPMI-BIO,V10,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23547,sr_23551
23552,MMGE-MJFF-PPMI-BIO,V10,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23552
23553,MMGE-MJFF-PPMI-BIO,V10,,,20,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23553
23554,MMGE-MJFF-PPMI-BIO,V10,,,21,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23554
23555,MMGE-MJFF-PPMI-BIO,V10,,,22,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23555
23556,MMGE-MJFF-PPMI-BIO,V10,,,23,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23556
23557,MMGE-MJFF-PPMI-BIO,V10,,,24,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23557
23558,MMGE-MJFF-PPMI-BIO,V10,,,25,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23558
